Sample Name,DB,DOHH2,FARAGE,HBL1,KARPAS422,OCILY1,OCILY18,OCILY19,OCILY7,OCILY8,RCK8,RIVA,SUDHL10,SUDHL16,SUDHL2,SUDHL4,SUDHL6,TMD8,TOLEDO,U2932,WSU_DLCL2
PLA2G4C,0.997085921,1.705532287,1.796052431,1.601191688,1.342996098,0.935507509,1.495249143,1.254761865,2.161472899,0.522356624,1.522002304,1.14722391,2.231447524,1.210927806,1.610562942,0.834169637,0.642075291,1.917069711,1.159357585,1.967686459,1.661170399
PLA2G4E,-0.069860868,1.574841222,0.741404562,1.122744343,0.303487556,0.746899692,0.959006436,0.61946094,1.508741598,0.279318575,1.687690803,0.37719055,2.055708063,-0.019521116,1.17802382,0.140052135,0.389737219,1.042483346,0.966560633,0.672824727,1.240165086
PLA2G4F,-0.325133373,1.064643508,0.052194395,0.748075676,0.060449508,0.352752672,0.289999655,0.180128247,1.038775274,NaN,0.812629539,0.288249467,1.231212834,NaN,0.75087654,-0.638099115,0.251434521,0.956123515,0.338171703,0.683820111,0.387828637
PLA2G5,0.700172492,1.658821351,1.442344159,1.40338118,1.262301629,0.653782668,1.254180687,0.206457185,2.031042824,0.279318575,1.4371304,0.716678798,2.06955129,0.2178398,1.125545207,0.140052135,0.533981111,1.618881347,1.026146323,1.553051831,1.555319725
PLAT,1.036594463,1.502553684,1.293851538,1.490151561,1.354180265,0.968748442,1.010158958,0.949136117,1.894092479,0.60153787,1.403018727,1.032186617,1.997866799,0.702514193,1.711367999,0.464563227,0.774313266,1.621704506,0.949186537,1.600274059,1.749556473
PLAU,1.341384607,1.867097293,1.770972793,1.546215687,1.325660535,0.945267346,1.888425361,1.257041631,2.329028179,0.611757035,3.03821291,0.771901589,2.270894854,1.257149534,1.174478539,0.848567457,0.740454999,1.498948942,0.897479714,1.601588113,1.818245194
PLAUR,1.363286449,1.79494931,2.126116305,1.568191428,1.458389516,1.221473758,1.636515622,2.314464757,2.349697551,0.650386437,1.595145595,1.36907266,2.23425396,0.802409059,2.05143422,0.347177628,0.533981111,2.249927875,1.417352949,1.764807158,1.823897697
PLCB1,1.103001421,1.801297914,1.755007738,1.820916744,1.512747179,1.203212441,1.423006013,0.567072871,2.372992417,1.268323191,1.52711171,1.536891393,2.162423235,0.261305494,1.842467044,0.839022139,0.844351132,1.788632428,1.514262962,2.085651286,1.817295916
PLCB4,1.337624458,1.877316458,1.931098998,1.576679538,1.854007089,1.428775399,1.585566755,1.128296608,2.314831385,1.007672357,1.936085197,1.201099291,2.260706296,1.075806766,1.899693714,1.158937479,0.892412578,2.003008706,1.713835317,1.999790456,1.862387675
PLCE1,0.206345544,1.946524668,1.912865067,1.597201206,1.399569553,0.689994841,1.588306792,0.666204344,2.242895257,-0.021711421,0.80599896,1.085705872,2.054299158,0.717237449,1.547511196,0.441082131,0.677403253,2.048493215,0.526162185,1.403979414,1.738304692
PLCG1,2.618954306,2.307770817,2.372340681,1.958638446,2.168224597,2.56759652,2.404916294,2.38407855,2.471241509,2.627915466,2.381897017,2.53015801,2.281895595,1.87358465,2.395828632,2.289442331,2.29887165,2.205321873,2.572435827,2.063125629,1.951867763
PLCG2,2.853152755,2.510236513,2.719543561,3.101891591,3.109732153,3.292900882,2.847306305,2.111140915,2.649268433,2.870995217,2.662123405,2.762200675,2.691907555,3.223742482,2.658778379,3.087158951,2.865232312,2.711312101,2.528620131,2.986800048,2.94192569
PLD1,0.980217996,2.384924318,1.998319014,1.820117674,1.659786641,1.274326065,1.432232647,0.73188312,2.267970095,0.358499821,1.718997236,1.316894648,2.269392475,0.457600139,2.15704632,0.819278081,0.790301371,2.080953665,1.02241845,2.2587191,1.875881405
PLEK2,-0.179005338,1.374947048,1.127335663,1.490151561,0.884358249,0.70702818,1.124632261,0.318430945,1.790597586,0.279318575,1.522002304,-0.012780529,1.944953043,0.337026208,1.198708419,-0.814190374,0.251434521,1.468006876,0.476474401,1.811734405,1.824832669
PLG,1.0052804,1.806424072,1.705406909,1.641620345,1.790827976,1.234062885,1.534070509,1.062368095,2.252110702,1.185114455,1.87447026,0.803159282,2.068186656,0.053029551,1.734522435,1.083436717,0.757714004,1.872050727,1.499539705,1.299244064,1.666582238
PLK1,3.02164977,2.437502552,2.908990394,2.729362337,2.905702625,2.679622611,2.490941305,2.555906133,2.887809087,2.270766173,2.336887937,2.816757144,3.030925848,2.792601896,2.406182044,2.890389075,3.043563453,2.941909133,2.693718999,3.012403561,2.517783771
PLK2,1.243068351,1.69248072,2.418928563,1.68629074,1.822001496,1.137152872,1.526788754,1.152099523,2.127085115,1.20100505,1.659603584,1.561776838,2.230272802,0.470565116,2.117908179,1.371918005,0.703732192,1.872050727,1.872303618,1.793567349,1.805739727
PLK3,1.644282539,1.878756906,2.262602102,2.494405214,1.952079872,1.302778697,1.234070868,2.119647499,1.4925731,1.881921095,1.552992229,2.472295298,1.650677375,0.847571218,2.31856763,1.54469583,1.603617039,2.270622743,1.443681888,2.089081072,1.667924726
PLK4,2.634861465,2.523036768,2.624032577,2.324116407,2.916523543,2.46640543,2.205135561,2.490157398,2.957340076,2.289830538,2.441637343,2.656367234,2.753410259,2.619421712,2.37748466,2.275714737,2.631268607,2.444815214,2.789382278,2.382355603,2.233291477
PMAIP1,1.009320378,3.540993388,2.814956293,3.022484548,2.287693289,3.016576459,2.596692683,2.525746995,2.562929481,3.270810464,3.528898541,3.772523416,2.78114351,2.319659202,2.70648064,2.713825967,2.316516048,2.505617228,2.985717666,3.993498176,2.559641098
PMEPA1,-0.546982123,1.504827482,0.495891894,-0.011592168,1.179925348,-1.008975164,1.792881772,-0.178893696,1.33337116,0.726476606,-0.404854405,0.653396962,0.194490027,1.705499046,0.644421209,1.607413553,0.362584973,-0.742846489,1.170148066,-0.918239881,2.011685758
PML,2.341197371,2.680691896,2.096647044,2.132592712,2.315923028,2.392253004,2.584098302,2.45298473,2.181238356,2.238359967,2.808331196,2.200857949,2.446199801,2.271322615,2.852070535,2.229957247,2.234835259,2.744574722,2.589911287,2.427917422,1.784745573
PMS1,1.787471628,1.436176461,1.747286744,1.848745838,1.979091342,1.701987955,1.361574849,1.67148994,1.663643558,1.76432979,1.655843435,1.518698388,1.573635515,1.498992824,1.834752908,1.579384829,1.678758307,1.553818701,1.557843533,1.880410765,1.708829714
PMS2,3.552387703,3.461043575,3.278364518,2.949591541,3.227619098,3.458603347,3.304695164,3.301667574,3.013350174,3.401272159,2.92255562,3.396460737,3.251977132,3.05678826,3.376792628,3.686197062,3.280750646,3.268660518,3.220601365,3.039080016,3.35214374
PMS2P3,2.781805077,2.940370804,2.731622292,2.410628216,2.4153579,2.523014388,2.663754279,2.889451219,2.373189599,2.590966498,2.049609328,2.916406092,2.4259896,2.379050135,2.575822572,2.789278785,2.524049581,2.62506825,2.068886703,2.427329876,2.499012052
PNKP,2.083445752,1.921194196,1.850000333,2.147147152,2.178824475,2.339329699,1.787159759,2.003765469,2.242362707,2.1262739,2.449603462,2.303952071,2.161045833,2.037383736,2.430146397,2.019594,2.110522758,2.358900585,2.672960429,2.154010017,1.76590575
PNPLA2,2.490311543,2.275352646,2.080223119,2.399185065,2.312493043,2.572291642,2.443687514,2.301113247,2.368432332,2.543782209,2.745825298,2.575236385,2.428828625,2.166201282,2.713328234,2.30588976,2.233328598,2.635369661,2.955739892,2.486080587,2.228156179
POLB,2.851536559,2.753626385,2.832431675,2.848745838,2.792709205,2.585196316,2.364328398,3.044342577,2.558191443,2.402353105,2.610924351,2.770733257,2.758180461,2.770700054,2.71864828,2.916955007,2.485487566,2.441418954,2.779932279,2.686849581,3.125068066
POLD1,1.674866627,1.580593551,1.279795474,1.717775137,1.784725377,1.712010581,1.456331077,1.692011608,1.681453116,1.521114006,1.918397695,2.100250759,1.918283615,1.62303333,1.446053556,1.490084676,1.869482617,1.759580631,2.103156867,1.677256341,1.324697051
POLD2,2.96928876,2.602326738,2.230851656,2.282874058,2.922481449,3.064303172,2.884622368,2.89361879,2.87514904,2.95856472,2.765554007,2.689414936,2.77788886,2.347834805,2.437784693,2.861725381,2.786992345,2.684558466,3.008378888,2.491185988,2.551305723
POLD3,2.212433884,2.296377054,2.362769709,2.377130532,2.38899899,2.329879583,2.285634849,2.346336272,2.504537078,1.973923774,2.084752561,2.74969342,2.663618697,2.188773627,2.424378261,2.134955578,2.392099661,2.431213319,2.422151832,2.619075393,2.275644442
POLD4,1.044082484,1.785546085,1.567773902,1.766559082,2.071526314,1.624493292,1.789457619,1.379128785,2.120080214,1.336223426,1.68856728,1.15801439,1.954823797,2.196044352,2.024632451,2.164902526,1.527321481,1.798732755,1.453504799,1.881100669,2.079585993
POLE2,2.332113756,2.199467041,1.946756587,1.915906513,2.580386827,2.569205446,1.962097513,2.359644132,2.388681014,1.94723826,2.085104074,2.637350308,2.429721317,2.166458641,1.837855024,1.938242235,2.587477105,2.053727844,2.359188629,2.038408699,1.58874348
POLL,1.947636213,1.996810563,1.95588715,2.2065493,1.545934326,1.826080938,1.996148244,1.872534481,1.901163916,1.338124062,2.292374938,1.810930761,1.775616111,2.096845085,1.908320168,1.944721518,1.569323825,1.577299797,1.618825939,2.161664587,2.220713075
POLR2D,2.878986609,2.758775052,2.686335654,2.753796948,2.708076944,3.208824516,2.707263701,2.654344511,2.856444322,2.903239468,2.95512329,2.697644574,2.800175255,2.81287166,2.419748426,2.798964063,2.907492775,2.4659978,2.974910274,2.606156242,2.578654507
POLR2H,1.539377708,1.818705711,1.820585808,2.063954793,1.884358249,1.783416526,1.77012642,1.662644533,2.284239555,1.666708401,1.924034635,1.639553735,2.294048806,1.638923925,1.948456715,1.437447846,1.68212756,2.062654369,1.990176164,2.317793267,2.069069875
POLR2J,2.142030592,2.073611103,1.476349787,1.258504113,1.589794295,1.922990951,1.750521648,1.894562794,1.940799507,1.846344941,1.950692891,1.817983059,2.122403597,1.779819434,1.766637088,1.975390338,1.716321319,1.832341356,1.776186355,1.63806262,1.65153431
PORCN,0.231169127,0.938662047,1.075675491,1.06304145,0.37920827,0.48238653,0.695118248,1.069429949,1.016946836,0.659529817,1.414689531,0.502129287,1.087892746,1.046296169,1.167299955,0.376141324,0.943105286,1.230281365,1.447918941,1.068531854,1.086798642
POU5F1,1.343252543,1.981192126,2.19969896,2.016775715,1.765171841,1.587621932,1.955111392,1.257041631,2.541657391,1.247801524,2.443642613,1.660156546,2.585113476,1.573563469,2.213925167,0.893379802,1.755452049,2.342622481,1.790469374,2.30861769,2.398926197
PPAP2A,2.1698556,2.32389009,1.850768317,1.824890189,1.489124133,0.746899692,1.409475496,2.053376169,1.150749033,1.954638558,1.26492721,2.031474074,2.352852519,1.633691398,1.667902305,1.819278081,2.487593751,1.965574411,2.026146323,2.147339834,1.116421108
PPAP2B,1.954989523,2.153353091,2.274043145,1.824890189,2.231932181,1.098234806,1.591933489,0.879098251,2.322874105,1.702564449,2.658760385,1.412694406,2.651391675,2.548360371,2.241628698,1.250267615,0.820613286,2.36791152,1.029842468,2.086940632,2.329982647
PPARD,2.486575653,2.340426999,1.947985143,1.726791955,1.772958911,2.213220883,2.690537644,2.625245736,2.26646038,2.178865506,2.097231154,1.929453073,2.210293418,1.755327499,2.601735782,2.345527172,2.169639659,2.371764495,2.281212561,1.885217235,1.960836832
PPARG,0.967122698,2.221136007,2.042927794,1.789468361,1.879444745,1.354636816,1.583730412,1.206457185,2.37945263,0.823386619,1.859372943,1.253322824,2.398290558,1.069419968,1.983541255,1.242714477,0.790301371,2.038549816,1.509410459,2.085651286,1.844015985
PPARGC1A,0.739324616,2.031881625,1.869539366,1.963264796,1.841606268,0.79720481,1.496375718,1.343364185,2.112242036,0.965060314,1.849814494,1.191339454,2.200578367,-0.060913801,1.87628708,0.717288543,0.734546139,1.879367534,1.35590047,2.026736028,1.681126183
PPARGC1B,1.866317641,2.242605385,2.385305658,1.985684973,2.229241528,2.197310881,1.887512018,2.16437419,2.382550597,2.002363567,2.275027537,1.559668608,2.364579095,2.177132302,1.969503365,2.07201825,1.832169475,2.16884367,2.104708475,2.20167553,1.958783426
PPAT,2.634956694,2.308840508,2.495370428,2.222988382,2.643175554,2.599871659,2.503185255,2.636209465,2.721963627,2.45944445,2.503228303,2.489770728,2.778488484,2.449631209,2.411370809,2.410342688,2.340750758,2.430631154,2.540478345,3.03513317,2.531210861
PPBP,1.23596801,1.846940799,2.187856997,1.555139861,2.077134715,1.317360697,1.713245529,0.739436257,2.364427745,0.710682339,1.502288126,1.405219274,2.369558212,0.28150888,2.011880669,0.583749634,0.722481628,2.166442035,1.613098896,2.217846217,1.995598938
PPIB,3.452815159,3.395961546,3.128834839,3.313538494,3.272014977,3.307812648,3.316311562,3.190216094,3.287517629,3.044726326,3.590747887,3.106715302,3.077516504,3.047786496,3.544894547,3.082528698,3.280649148,3.533178503,3.178643739,3.31075043,2.869102608
PPID,2.249360895,2.091596882,2.536335993,2.192866974,2.896245734,1.94090254,2.13224475,1.999260724,2.057932307,2.152929772,1.706576147,2.371361006,2.223634984,2.226664008,2.101798406,2.188407606,2.216793035,2.386843403,1.719136274,2.26928084,2.11927519
PPM1D,1.8191294,2.051962476,2.045385607,2.03373081,1.859215213,1.665885977,1.626626136,1.90028755,2.369029848,1.807592352,1.836941026,2.063429478,2.366989935,1.437396753,1.653966527,1.518248086,1.541469132,2.028740992,1.990579222,2.18316347,1.904791524
PPP1R15A,1.887586781,2.442897584,2.946141003,2.29510086,2.384560407,1.93203908,2.143799231,2.653432702,2.183989967,1.970842097,2.530904699,2.634068582,2.593450704,2.073900569,2.519643293,2.276420333,2.175282745,2.670537108,1.972900811,2.972404656,2.434071245
PPP2CA,3.168687019,3.144111065,3.276180397,3.113075049,3.291727905,3.180459,3.051614308,3.071770223,3.127918161,3.009494999,3.029075361,3.404706262,3.145370092,3.276465583,2.977252265,3.186070124,3.433218579,3.07346111,2.92923631,3.124335632,3.079689879
PPP2CB,2.494278938,2.365985834,2.521361613,2.550254274,2.449763286,2.294220894,2.081514867,2.268485858,2.372400332,2.409973924,2.21916972,2.590068372,2.525261784,2.636664233,2.342425041,2.558169208,2.079395806,2.361640622,2.223250087,2.523455255,2.578489846
PPP2R1A,0.900175908,0.970846731,0.79692189,1.106507144,1.394568026,0.783416526,0.784849676,0.666204344,1.497042723,0.483438558,1.6725135,0.995044809,1.455402799,0.4953887,1.237337821,0.163533231,0.830264671,1.323479436,1.058331006,1.240122612,1.032440979
PPP2R1B,2.025889479,2.097719967,1.884703308,2.133759648,2.702666637,2.398755564,2.172476757,2.274643047,2.031042824,1.666708401,2.020435211,2.023557966,2.252513906,1.928980763,2.209678553,2.138117635,1.985500575,1.999878642,1.716115083,2.530002532,2.037621492
PPP2R2B,0.708290382,2.050027977,1.924674406,1.66624282,1.881088764,1.161286552,1.598208235,0.83334076,2.241295643,0.650386437,2.173498237,1.130518217,2.250497575,0.300814035,1.96143931,0.556877488,0.697298082,1.972739063,1.595450191,2.06085302,1.780629006
PPP2R2C,0.453017877,1.447967985,1.416015221,1.470924118,1.474028651,0.614274127,1.309462135,0.73188312,2.048875601,0.409652343,1.596229976,0.859640638,2.003455224,1.546541222,1.576669425,0.759840893,0.785037131,1.745704227,1.139804049,1.590962642,1.723227535
PPP2R4,2.223378883,2.239483197,2.07292388,2.320846292,2.393896782,2.313864109,2.157270674,2.34818355,2.303407936,2.260230513,2.261195334,2.438307796,2.57406213,2.286025662,2.242542682,2.373893999,2.24376708,2.351973891,2.205933728,2.203975998,2.775637061
PPP3CA,1.60223699,1.91814038,1.887532598,2.557928042,2.083015335,3.172982697,2.676349966,2.675585855,2.355485474,2.553360905,2.563394989,2.60830129,2.276006766,2.841958984,2.913674641,2.68322309,2.420471836,2.870307949,2.705139132,2.527675533,2.108717235
PPP3CB,2.790942798,2.801068674,2.934402599,3.013867312,2.822377346,2.910102929,2.683794143,2.686548712,2.769905631,2.430381828,2.918552404,2.628242648,3.071963005,2.804900579,2.234866722,2.922723785,2.892040166,2.272093861,2.757852146,2.482988287,3.018854385
PPP3CC,2.256247315,2.876208871,2.585373097,2.298037999,1.777148279,2.533850263,2.295930522,2.640274064,2.796439193,2.761906345,2.897259972,2.843563811,2.85563431,1.687274226,2.703226696,3.107808057,2.423160974,2.438282211,2.208868161,2.711577315,3.10900861
PPP3R1,1.529779649,2.062764798,1.843026677,1.731721571,2.106098411,1.832384307,1.803550175,1.694509953,2.341928963,1.728796974,2.275027537,1.724701258,2.35302989,1.606539152,2.134223496,1.625142319,1.797050854,2.057526866,1.985310069,2.023271552,1.861530233
PPP3R2,1.555680219,1.610937567,2.017552909,2.188437098,1.64213374,1.258196565,1.59102965,1.628254605,1.466337749,0.668484659,1.29193868,1.853775308,2.046826476,1.563368295,2.084192363,1.598270173,1.165689505,1.362663696,1.347126546,2.553051831,2.275313551
PRAME,1.978494603,1.904352096,1.616465825,2.252635179,1.661603775,3.049298983,-0.613090332,0.768399953,2.198377849,0.25704218,2.637622661,0.998905229,2.194234484,2.803834535,2.766637088,2.000057221,0.800642205,2.831184779,2.519300403,1.570310836,1.681126183
PRC1,2.16257049,2.337769739,2.217207775,2.015247405,2.194786019,2.244120422,2.147583406,2.019763391,2.693593314,1.607698178,2.231382672,2.190351298,2.644376619,1.80002282,2.343391214,2.194835368,2.342661686,2.631810224,2.322511456,2.542657962,2.116421108
PRDM1,1.065801734,2.847404762,1.966008247,1.654691754,1.755054707,1.285491063,1.746112529,1.970765208,2.241829503,1.046474441,1.907957421,1.995432399,2.151279725,1.795815089,2.713534061,1.088899613,0.939409141,2.826819973,1.678946205,2.182475206,1.652924054
PRDM14,1.009320378,1.569011678,1.514592393,1.34059035,1.465568101,1.155377692,1.429616407,0.746860276,2.052190842,0.154379838,1.068632565,1.006524626,1.939932242,-0.019521116,1.328667957,0.316143394,0.656553114,1.873103563,0.935684066,1.751077,1.807687239
PRDM2,2.824085739,2.723032418,2.99315336,2.795689109,2.060087445,3.01690392,2.960747873,2.387796268,2.675302501,2.979199641,2.797770119,2.807540374,2.635584191,1.876102307,2.860660441,2.665384936,2.688259505,2.810672451,2.562294534,2.773283642,2.931604621
PRDX6,3.14992734,2.633014087,2.951041415,2.80348725,3.150089725,2.547930105,2.880785779,3.072257647,2.657643375,2.714844426,2.851261742,2.910274994,2.848213175,2.869525794,2.831863587,2.866054463,3.00226421,2.80933485,3.037250267,2.866377412,2.794068164
PRF1,0.674866627,1.451828406,1.637027984,2.59639869,1.11160203,1.663122694,1.356946444,0.494522204,2.08935972,1.245460308,1.37690097,1.021373747,1.935780696,1.322901565,1.352936532,0.389929608,0.634651272,1.684477297,1.119328463,1.399823454,1.766974125
PRICKLE1,0.494410562,2.037904296,1.676591096,1.657026676,1.698938765,1.43662904,1.864994951,0.788921621,2.256517189,1.27495377,1.751997496,1.563874883,2.320066962,1.240116195,1.757435589,2.134222591,1.718795938,1.938394748,1.469843822,1.772841612,1.974283555
PRKAA1,2.544333037,2.433779245,2.365358304,2.540162705,2.592353995,2.383017909,2.329578999,2.481293938,2.214866533,2.272754805,2.004656047,2.463286612,2.388922742,2.392710273,2.006673239,2.424106694,2.568975553,2.153679728,1.969953576,2.138283844,2.447859529
PRKAA2,1.13123266,1.953440979,2.028900917,1.654691754,1.849324623,1.084446522,1.443814519,1.190852112,2.132951717,1.426994899,1.87447026,1.196246788,2.247794489,1.321103242,2.081995624,1.364786573,1.038540614,1.902084219,1.591428917,2.012199714,1.915534338
PRKAB1,2.40902614,2.439615911,2.721821154,2.334516202,2.378860696,2.504242436,2.342276669,2.257950197,2.505701017,2.429307031,2.379227713,2.473456687,2.629528286,2.499710074,2.206052544,2.514494963,2.458260397,2.366225592,2.165594829,2.508759078,2.646916345
PRKAB2,2.04814652,2.191608385,2.007507915,1.710630296,2.354364249,2.202945921,2.3154762,2.726130791,2.518725819,2.125036593,2.391546453,2.086020465,2.759016849,1.919544091,2.084192363,2.096167183,2.125529611,2.168577476,2.539455003,2.690179171,1.932625976
PRKACA,2.534365185,2.139638751,2.282643316,2.200928356,2.682577147,2.852977211,2.45620768,2.394972095,2.481654507,2.441434716,2.998180279,2.498859802,2.557659413,2.818067322,2.56913113,2.554747,2.774041747,2.541358579,2.70560528,2.3801765,2.285132232
PRKACB,3.208740322,2.70467428,2.480509208,2.042446042,2.415517714,3.096909545,2.926863509,2.916325485,2.68106518,2.467402949,2.007606142,2.650320483,3.008855153,2.792966849,2.683504689,3.19096868,3.054265236,2.705473276,2.186873867,2.7719562,3.223108775
PRKACG,0.122024658,0.819255799,0.731420341,1.310627126,0.644026093,0.603808693,0.581886271,0.390981612,1.294992925,0.340016415,0.984311679,0.569076076,1.338789451,0.582538876,1.434471683,-0.638099115,0.670563828,0.84261424,0.912202971,1.119186617,1.038193308
PRKAG1,2.399961148,2.5198719,2.452252448,2.262854345,2.380941983,2.265875156,2.170575082,2.08794254,2.28496479,2.534229017,2.772826355,2.443309323,2.086912028,2.787952411,2.375024062,2.601116918,2.352665907,2.457867245,2.49173252,2.116388576,2.40338562
PRKAG2,0.337624458,1.154624818,0.721201176,1.628143272,0.361479503,0.653782668,0.50085302,0.467369958,1.116534933,1.608716454,1.005922828,0.268046081,0.898539557,0.2178398,0.851546702,0.72987767,0.47328327,1.550516066,1.656061007,1.694543976,0.675893656
PRKAG3,0.373836631,1.65802521,1.234672453,1.547715843,0.688838438,1.164211105,1.580961256,0.407372028,1.862044876,0.455409834,1.406385368,0.784675877,2.126605512,0.518869796,1.224839276,1.057965898,0.642075291,1.385875795,1.081812102,1.783328105,1.849344819
PRKAR1A,3.352199778,2.97196979,3.347639313,3.722206752,3.203932718,3.336123983,3.015366717,3.012437529,3.073183512,3.071219655,2.953366068,3.273982048,2.887595963,3.704434316,3.204527189,3.209781882,3.023603366,3.256718999,3.017448145,3.12782585,3.114412032
PRKAR1B,1.796754612,1.681296553,1.479968928,2.011660291,1.495816014,1.721807112,1.844286864,1.829706476,1.669661591,1.857384459,1.738940799,1.52902556,1.852220599,1.363967836,1.234246744,1.61957946,1.784507181,1.243925245,1.891447749,1.458337077,1.764834739
PRKAR2A,2.50519862,2.409897323,2.360877355,2.530766359,2.502275514,2.503442385,2.426852287,2.226184212,2.44930441,2.213058874,2.114317059,2.333394565,2.6124987,2.423813003,1.99606723,2.137147144,2.385239459,2.153404073,1.851167214,2.479526376,2.433611674
PRKAR2B,1.624256633,2.085981564,2.030932708,2.247882251,2.096878773,1.501569847,1.702180103,2.099859905,3.25499294,2.499688207,2.261195334,2.481879941,2.623577012,2.991510787,2.254548822,1.704323566,1.545165278,2.130183323,2.276858176,3.077307569,2.003716828
PRKCA,2.850436419,1.687297263,2.651106434,2.763198426,2.056815223,2.248223263,1.942407174,1.74390588,2.018287942,2.721563103,2.699973999,1.268046081,2.779751645,1.944266712,1.610562942,2.432308206,3.033877283,1.641865254,1.928307337,3.087369565,3.178982432
PRKCB,1.658041699,3.211975009,2.134580781,3.318364747,1.983866242,1.733749968,2.996005829,2.448764713,2.718594924,3.271739531,1.771236854,2.777504635,2.132538589,3.385452473,3.194547603,2.693665497,2.493748141,3.06401154,2.899968514,2.35753202,2.053905933
PRKCD,2.615980354,2.583914224,2.731117239,2.725997998,3.034346705,1.999625008,2.20798628,2.299053999,2.494217308,2.04610309,2.304203446,2.227541756,2.793730746,3.160396089,2.899827735,3.041359066,2.759627447,2.792574229,2.191717824,2.750518661,3.114172236
PRKCE,3.000135928,2.207186017,3.054696431,2.402754341,3.103156247,1.509538776,2.777314824,2.834184402,2.657540959,3.08352618,2.113988421,2.697182886,1.694015391,3.216099138,2.662381538,2.264990872,1.976051683,2.54696535,2.918383668,3.062672057,2.509562234
PRKCG,-0.546982123,1.067756744,-0.056950074,0.261409104,-0.319761734,-0.310005159,-0.245113547,-0.120901749,0.959594028,-0.176613381,0.792426153,NaN,0.242794706,NaN,-0.434760037,-0.513160379,0.47328327,NaN,0.673963805,-0.918239881,1.645930432
PRKCZ,-0.546982123,NaN,0.741404562,0.665101441,-0.717701743,1.716119357,-0.789181591,-0.421931745,1.494068091,1.55462993,0.80599896,1.619768785,NaN,-0.45885381,1.001932561,1.712794694,0.126495784,-0.441816493,NaN,1.814153879,0.387828637
PRKDC,2.513967409,2.174239049,2.317798272,2.531077681,2.464998161,2.696118447,2.395225894,2.710728106,2.618558871,2.656442617,2.759795811,2.697798361,2.560418249,2.293770753,2.279849102,2.35312696,2.95390096,2.254102759,2.834178302,2.567055558,2.492436235
PRKG1,-0.179005338,0.856127159,0.700011877,0.877709534,0.260021862,0.405998184,0.341152177,0.532310765,1.191543104,-0.720681425,1.382251688,0.502129287,0.946312338,0.430447893,0.565239963,-0.638099115,0.494472569,0.387487279,0.338171703,0.837634975,0.800832392
PRKX,2.748144962,2.673369582,2.981102085,2.43653419,2.313100306,2.646547433,2.362953806,2.82499747,2.740800117,2.310727039,2.351781703,2.62670596,2.649424515,2.872320328,2.171262852,2.569355717,2.347475075,2.415516003,2.512570746,2.212736811,2.594971748
PRL,1.233575197,1.410179424,2.127335663,1.302801789,1.641184462,1.143313181,1.469695038,1.335843746,2.163074872,0.804363382,1.76246293,1.046197331,1.938552798,0.842176186,1.799925938,1.156621237,0.857995013,1.855944018,1.56755487,1.61067682,1.524735637
PRLR,1.125115735,1.832253113,1.93805798,1.904203259,1.789479234,0.672266074,1.43353488,0.520076308,2.119373469,0.483438558,1.649183806,1.130518217,2.234487013,-0.060913801,1.718546584,0.670109465,0.451006876,1.70197871,1.656930465,1.801091406,2.011685758
PRMT1,2.744904493,2.18926969,2.619482227,2.529831051,2.740785021,2.331468951,2.361421361,2.820920138,2.349905597,2.305443092,2.005922828,2.755184456,2.623672117,2.149672224,2.579200122,2.632967657,2.777127045,2.552500659,2.481966907,2.653236023,2.284160293
PRMT6,1.439789611,1.328168888,1.450134404,1.589108528,1.673233364,1.420777116,1.483819681,1.60029036,1.751160846,1.784468553,1.641445615,1.817399721,1.698040392,1.607472116,1.623412829,1.342661527,1.855750592,1.633730468,1.751052061,1.719249849,1.533956673
PRMT8,0.795440558,1.404502292,1.555833782,1.757415703,1.280121338,0.746899692,1.040122182,0.356219506,1.83906097,-0.067468911,1.053783444,0.738218475,1.935316954,0.018267445,1.449846545,0.40329357,0.251434521,1.550516066,0.92644341,1.649961844,1.812518151
PROK1,0.700172492,1.323029249,1.416015221,1.313204549,1.182665386,0.96415269,1.172239503,0.567072871,2.036641144,0.358499821,1.396206125,0.589279462,1.774945386,0.300814035,1.275639429,-0.160977861,0.684136636,1.692520018,0.966560633,1.491693243,1.479599011
PROK2,0.683466798,1.807555048,1.981613321,1.745234045,1.535151288,0.950066229,1.679903708,0.862498989,2.256259218,1.023611558,1.570577404,0.937052862,2.305277729,0.888476206,1.733540978,0.889101004,0.684136636,1.846544534,1.110248806,2.027720823,1.927495011
PROM1,1.058681993,1.798423684,1.876826358,1.786021562,1.719255588,0.96415269,1.518314447,1.962332041,2.267970095,0.927678586,1.713244907,1.095045899,2.1988114,3.360328063,1.796539609,0.50802892,0.810742532,1.819446375,1.494518904,1.795250663,1.846688575
PRR15L,0.609365078,1.64998249,1.856106508,1.69169921,1.577865357,1.121358605,1.615652125,0.494522204,2.273213151,0.496802519,1.337477877,0.326038028,2.358492786,0.572554655,1.373676018,0.163533231,0.642075291,1.837508172,1.236714062,2.332667819,1.982805834
PSG2,1.668743541,2.454764996,2.179659156,1.977968879,2.295346253,1.777776259,2.125425977,1.681016223,2.817493859,1.341900559,2.290627272,1.789682209,2.746011779,1.049675909,2.311354982,1.683430275,1.165689505,2.47120219,2.092774831,2.226022893,2.181865384
