Sample Name,DB,DOHH2,FARAGE,HBL1,KARPAS422,OCILY1,OCILY18,OCILY19,OCILY7,OCILY8,RCK8,RIVA,SUDHL10,SUDHL16,SUDHL2,SUDHL4,SUDHL6,TMD8,TOLEDO,U2932,WSU_DLCL2
ACTB,3.721510042,3.731282678,3.992162686,3.886199814,3.769507359,4.030252506,3.895932878,3.634525248,3.686656618,3.445659867,3.11457979,3.576722267,4.159190468,4.04135178,4.35929094,4.090376414,4.202903587,4.051815798,3.834865006,3.704160673,4.169085459
ATP5F1,2.786532322,2.458817934,2.634131418,2.740840441,2.833992172,2.676318618,2.614882024,2.532310765,2.58442191,2.295725076,2.21528165,2.583316515,2.880073715,2.632197315,2.635647285,2.812970578,2.926027779,2.557096411,2.528386639,2.814716489,2.761065266
DDX5,3.538237078,3.598961859,3.903486725,3.911813774,3.762757953,3.645922998,3.459759784,3.770837756,3.407736317,3.779177417,3.528708802,3.9134122,3.300720933,3.523485277,3.51967545,3.57846262,3.772883171,3.563117191,3.509300652,3.424695754,3.338680096
EEF1G,4.326239632,3.947335905,4.136647536,4.419594625,3.937100272,4.375392589,4.688532071,4.383924084,4.146241301,4.625642204,4.407142627,4.07919322,4.232078212,3.66130043,4.211751514,4.286960166,4.208079101,4.185910272,4.684632259,4.123567161,4.388793232
GAPDH,4.872713742,4.508410614,4.545849139,4.817841873,5.071620149,4.522010421,4.664444775,4.465513942,4.532333095,4.409241983,4.682951849,4.326311185,4.427302341,4.886472862,4.605232756,4.650869611,4.420595657,4.522835522,4.508996706,4.655534209,4.669479502
NCL,3.674831882,3.419828951,3.564448789,3.423654791,3.75986082,3.696178393,3.595198708,3.809722585,3.705339133,3.925050243,3.627593102,3.490898751,3.584520711,3.437768846,3.337537216,3.469777618,3.907500765,3.644454333,3.684997188,3.074004264,3.174663538
OAZ1,3.569149451,3.361829123,3.728237346,3.725252342,3.513334356,3.398041628,3.461762664,3.401672884,3.048958791,2.902205802,3.063935857,3.131652146,3.464112835,3.5880996,3.413264777,3.774025291,3.565398357,3.446292766,2.929746399,3.67608636,3.665842097
PPIA,3.137294575,2.777632162,2.805181305,2.33865585,2.517574134,2.994959043,2.935708412,3.04330235,2.978588068,3.147816069,2.711504246,3.28775567,2.912991716,2.605510572,2.662265773,3.064503726,2.939483373,2.76080803,2.694117836,2.882889307,3.186763494
RPL38,4.450731825,4.41391824,4.368073816,4.681270167,4.250636417,4.385197989,4.668236255,4.577507654,4.270102415,4.817346585,4.217432167,4.280455426,4.309391307,4.221132496,4.29418593,4.553615451,4.267152198,4.227284116,4.565341487,4.21069869,4.558568228
RPL6,3.877502045,3.7231216,3.676212785,3.911412093,3.904382698,4.019990354,3.98427206,3.890853664,3.620671414,3.874428831,3.452327269,3.738232485,3.737234926,3.424594684,3.507065988,4.031694886,3.995499211,3.550460808,3.666406857,3.762068432,3.896999522
RPS7,4.163202963,4.217428835,4.172724456,4.242877356,4.088556261,4.416997369,4.355464215,4.188672531,4.135579681,4.48225349,4.289230645,3.974743548,4.082345521,4.015733923,4.165799048,4.353510861,4.24893922,3.982795666,3.959737428,3.89957,4.230569995
SLC25A3,3.838695633,3.441705923,3.579150782,3.660089677,3.62309918,3.547713205,3.531411227,3.416177156,3.51344851,3.461890139,3.871003793,3.369858595,3.521187248,3.474937075,3.405053082,3.577952368,3.688524157,3.565525811,3.632325507,3.483453538,3.382688998
SOD1,4.05781613,3.148048157,3.823594041,3.684862515,3.777155228,3.732712076,3.568562734,3.40809525,3.615737343,3.785803313,3.497678785,3.528049285,3.679091297,3.741004171,3.553040249,3.727239087,3.738449097,3.511399386,3.857376017,3.502639618,3.840282566
TBP,1.796754612,1.967733495,1.68453919,1.775513925,1.935510771,1.866664773,1.918814155,2.127071517,2.09011699,1.581432952,1.5728692,1.990758332,2.178089785,1.694198465,1.623412829,1.793800484,1.899387698,1.865679545,1.751052061,1.627067236,1.758352612
YWHAZ,3.758899249,3.580822067,3.836779992,3.822088715,3.557770858,3.933345469,3.513982055,3.457894993,3.689853658,3.526395338,3.642274375,3.557337673,3.667306683,3.929544935,3.561882955,3.65557275,3.738684874,3.481479347,3.636997499,3.588792479,3.798298209
A2M,1.017289307,1.54280499,1.965419373,1.651165663,1.660696158,1.292054832,1.21941858,1.099859905,2.1684778,0.580348571,1.406385368,1.104189278,2.168703617,1.021871569,1.895653737,1.202842965,0.757714004,1.824767954,1.630058319,1.987016168,1.901672699
ABCA2,1.040354611,0.899352313,0.560349884,1.024837097,0.873362864,1.315307292,1.202044484,2.152099523,1.471084184,0.611757035,1.94636194,1.739617171,0.913431112,0.582538876,1.451730688,1.495439793,0.603617039,1.30247649,2.271194753,1.688141485,0.897742405
ABCA3,1.089839974,1.953844411,0.731420341,1.160864806,0.766598097,0.940414843,0.754886453,1.662644533,1.356510963,1.369223686,1.690314946,0.64479679,1.306463786,1.05966013,1.117502486,1.088899613,0.939409141,1.237156883,1.951396692,1.412173893,0.949771405
ABCA4,0.122024658,1.260085202,1.080223119,1.40338118,0.624720938,0.698595012,0.87357624,0.746860276,1.372597783,0.154379838,1.218394885,0.422948041,1.368874822,0.16953512,0.957350428,0.115228551,0.376373257,0.95175871,0.949186537,1.16454549,0.889773476
ABCA5,1.474207176,1.829040069,2.738929943,2.056129456,1.841006828,1.977796571,1.765307569,1.079811985,2.235108625,2.084479477,1.925051718,1.672553995,2.077984458,1.701764763,1.956763147,1.458810898,1.780244133,2.29755804,1.792381165,2.432589393,1.720860801
ABCA9,1.855565828,1.702665647,2.200042411,1.770163206,1.737143117,1.184149435,1.453856457,1.89613159,2.219665416,1.098862511,1.744364708,2.217900573,2.161045833,1.053029551,2.019576579,1.476956387,0.663614968,1.999878642,1.63647884,2.034552563,1.667924726
ABCB11,-0.546982123,-0.078371292,0.721201176,1.189121566,-0.319761734,NaN,0.165060918,-0.72296174,0.109356348,NaN,NaN,0.288249467,0.140132364,NaN,0.503092057,-0.814190374,0.31838131,-1.043876485,0.300383142,0.123152805,0.111622225
ABCB4,2.195219131,2.446154645,1.970690713,1.890138523,1.891892666,2.021219622,1.967454517,2.216307846,2.328372969,2.404799841,1.994819317,1.824922665,2.578516471,1.106403534,2.264499401,1.781305847,1.05591471,2.2863343,2.067876324,1.936673142,1.966939431
ABCB5,1.256929989,1.651602994,1.810601587,1.323363948,1.626690531,1.192421961,1.626626136,0.949136117,2.280839022,0.718651269,1.555378468,1.28228652,2.11785597,-0.019521116,1.827691053,1.057965898,0.677403253,1.867281124,1.499539705,1.788477902,2.041041151
ABCB6,2.045564719,2.138058539,1.910865242,2.179788973,2.025415882,1.928542728,2.001455371,1.885564293,1.984417612,2.006452999,1.634559714,1.853775308,2.089522371,2.058011952,2.01906774,1.859291323,1.588061002,2.216194903,1.78854913,2.227888155,2.101368591
ABCC1,2.741788599,2.778478387,1.989489343,2.139930899,2.461850048,2.459519861,2.578081124,2.684768988,2.572751578,2.790265524,2.287110698,2.468531779,2.279381582,2.451370262,2.121542464,2.58444395,2.586055791,2.608369856,1.997771015,2.04601975,2.211992771
ABCC10,2.408063892,2.146679404,2.225056684,2.356694717,2.353627844,2.346093043,2.235714369,2.346151111,2.002840694,2.238359967,2.189261789,2.199649225,2.212749841,2.278139935,2.295753076,2.762266158,2.724434613,2.374590536,2.22159653,2.062218012,2.185950969
ABCC11,1.086486332,1.832253113,1.783693624,1.467334887,1.665215392,0.99534621,1.591933489,0.910506715,2.284239555,0.455409834,1.408058952,1.203505361,2.216165658,0.751999556,1.560875158,0.632967657,0.603617039,1.705086377,1.321572441,1.855546564,1.714886918
ABCC12,0.808405535,1.879235995,1.507885009,1.498617609,1.451090278,0.731387526,1.580961256,0.68357844,2.092004409,0.591072436,1.624529373,0.70925478,2.213728533,-0.282762551,1.430541389,0.115228551,0.663614968,1.541584245,0.601413138,1.846683104,1.520991696
ABCC2,0.356107864,0.83544256,1.198322431,0.547715843,-0.416671747,0.55922656,0.50085302,1.533515466,0.71141634,0.999477878,1.186210202,1.635135645,0.411199137,-0.361943797,1.625937804,0.640654486,1.329105176,1.15752064,-0.564918284,0.968250845,0.436133317
ABCC3,0.944379571,1.367232911,0.949210234,1.603831785,1.255426111,0.823533749,1.186250217,0.920490936,1.757716359,0.522356624,1.512913597,0.870106072,1.650677375,0.457600139,1.74036505,0.723628721,0.570193283,1.385875795,0.940231694,1.645241205,1.602983919
ABCC4,2.827154971,1.733873405,2.259619298,2.48533748,2.613320428,2.675061874,2.35787608,2.374469113,1.93108817,2.205918229,2.782031331,0.66183013,2.683620963,1.517725409,2.130300303,1.953707242,2.527992058,2.206787435,2.549247726,2.149945981,1.669263077
ABCC5,1.992093976,1.919451789,2.114567433,1.980740391,2.523471044,2.381429993,2.084139011,2.415656693,2.390768516,1.931564916,1.8230323,1.789682209,2.395565689,1.88798796,1.538367817,2.432923267,2.181491646,2.112066533,1.968260418,2.344922584,1.692673836
ABCC6,0.206345544,1.169601974,0.440374566,1.469133211,0.561051858,-0.406915172,0.665663269,-0.023991736,1.079393125,-0.118621434,1.243505606,0.121918045,1.678370865,-0.583792546,0.920627621,-0.513160379,0.302587043,0.964723687,0.463110439,0.881100669,1.202702695
ABCD1,1.673997168,1.200382309,1.330947996,1.587744965,1.280121338,0.731387526,1.097309134,0.988845489,1.302016709,1.734924688,1.551794174,1.655096747,0.809139145,2.259855427,1.963758646,1.733584331,0.779708298,2.149248114,2.136073713,1.031150126,1.485759319
ABCD3,2.16650842,1.968123872,2.097082427,1.967842383,2.237504795,2.126475536,2.1510858,2.318628306,2.123946884,2.014118405,1.861730042,2.335701344,1.719153372,2.206727181,2.113014669,2.120308077,2.329256471,2.413399701,1.760734186,2.137138451,1.753976812
ABCD4,2.007305086,2.024405323,1.676591096,1.634321107,2.127706397,1.866664773,1.541232182,2.241062052,1.851688631,2.058915066,2.281111139,2.092884457,1.96011476,1.955283553,2.070389942,1.894230526,1.99474826,1.982248032,2.164246506,1.993982176,1.937697028
ABCF1,2.505455295,2.473810047,2.520377562,2.254109865,2.412149208,2.670089155,2.45620768,2.610888405,2.697628055,2.603395155,2.67032745,2.593503099,2.610542855,2.493817576,2.634167575,2.425484413,2.934256244,2.646408218,2.517867086,2.56363253,2.33950893
ABCG2,1.171796275,1.848999071,2.06503162,1.556609556,1.797509562,1.265182686,1.639762699,1.618472784,2.225521161,0.340016415,1.719812813,1.173713491,2.356913851,1.053029551,2.005098756,1.277476583,0.779708298,1.96216147,1.557843533,2.124729193,1.941997009
ABCG8,0.746748634,1.633435937,1.737438375,1.653519569,1.22430631,0.79720481,1.33467005,0.318430945,2.096128083,-0.322741416,1.515529837,0.716678798,2.182051148,0.724416034,1.264209968,0.088899613,0.524435793,1.588580807,0.917001853,1.67615267,1.683718993
ABHD2,2.12419072,1.663567786,1.865107752,2.129072972,2.283165979,1.95904055,1.852788006,2.114310962,1.564201208,1.408040859,1.626554059,2.182615885,2.134889309,2.344432559,1.944847599,1.912129238,1.739867717,1.96896074,1.60338273,2.300820452,2.095398813
ACACA,2.421189392,2.097719967,2.060794567,2.17132155,2.164822795,2.461729266,2.142021934,2.144211011,2.236731146,2.513835859,1.947328113,2.012525336,2.417359445,2.410817851,2.05379068,1.90967559,2.214828787,2.25996729,2.104398596,2.066737246,2.068537325
ACACB,0.761226457,1.343232635,1.485341712,1.478014798,1.666113623,1.285491063,1.43483322,1.051555225,1.788329724,1.835621076,1.26492721,1.86542781,1.772252078,1.773506903,1.037508715,1.487924003,1.512697389,1.152023168,1.760049719,2.145468679,2.163845758
ACADS,2.184875139,2.062450888,2.221476867,1.760178985,1.671464342,2.112912821,1.862580856,1.415340958,1.729145107,1.755715402,1.387537285,2.198437127,2.017119549,2.077388897,2.229254799,1.866145139,1.414048706,2.0495452,2.127340956,1.554516569,2.167679673
ACKR1,-0.024103378,1.397299896,0.770049744,1.366351212,0.729456289,0.48238653,0.341152177,0.373948273,1.428115111,-0.720681425,0.733448293,0.43718848,1.632427022,0.143206182,1.328667957,-0.27012233,0.439425003,1.143644236,0.258990457,1.243128122,1.194806214
ACKR2,1.238347712,1.913740196,1.991158639,1.838900904,1.594052118,1.181356535,1.711192123,0.949136117,2.269724823,1.098862511,1.691186149,0.909614613,2.430908726,2.321103242,1.906344602,1.45415354,0.740454999,1.906974974,1.600424981,2.102535608,2.071193568
ACKR3,1.19074047,3.126480945,2.020158163,1.483257853,0.549469986,1.654725762,2.102077026,2.62553783,1.428115111,1.956925528,2.568504395,1.72829941,1.974764971,2.242714175,1.202062061,-0.27012233,0.494472569,1.111459553,0.570744318,1.353601726,1.613745749
ACKR4,0.884381641,1.968513899,1.924674406,1.756490687,2.182665386,1.032417522,1.293603779,1.072918277,2.185207331,0.870383182,1.903710009,1.188864835,2.249598414,0.980478884,1.914193511,1.509061726,0.815705951,1.89664,1.524986827,1.826834911,1.6785178
ACLY,3.10684119,2.769632979,2.924480192,3.038158701,3.181899916,3.146603768,2.941560321,2.92603217,2.863959477,3.159073714,3.091936911,2.888082936,3.181367096,3.208131909,3.096463338,2.996075756,3.128853863,3.134265585,3.287602372,2.925802162,2.895208222
ACSL3,2.39452931,2.255075982,2.215554577,2.373790645,2.368480062,2.066936598,2.121976017,1.825427678,2.418809072,1.975674964,2.248116767,2.205420665,2.461661755,2.137468329,2.354585604,2.078738608,2.206881731,2.266391882,2.381697711,2.101291804,1.95533936
ACSL4,2.748144962,2.615443562,2.981840343,2.809511764,2.714545795,2.648463159,2.642503753,2.511555543,2.585753175,2.580022728,2.738316588,2.57645803,2.806712739,3.55600261,3.157268598,2.799387198,2.667103296,3.199533657,2.764750733,2.810113902,2.779593739
ACSL5,2.294585892,1.984962067,2.228607235,2.505933615,2.338249663,2.361167683,2.17413392,2.138273878,1.861404796,1.891572481,0.683281684,1.894728547,2.37143201,2.769610713,2.275639429,2.044947923,2.270377613,2.216433461,2.328103308,1.735936661,2.407799718
ACTA2,NaN,1.486294772,1.282643316,1.212422643,0.361479503,NaN,0.715968387,1.017400949,1.012446335,0.057469825,-1.006914396,0.66183013,1.17622871,0.16953512,-0.066783251,-0.036039124,0.389737219,0.762303489,-0.042039539,0.867089954,0.85634972
ACTR1B,2.66671268,2.739061852,2.272011693,2.2198137,2.625312754,2.930044613,2.689745464,2.831648545,2.642110727,2.774862913,3.10829658,2.454625751,2.512921668,2.483526336,2.549467142,2.605269698,2.698463278,2.723576233,2.940276931,2.297397683,2.397179534
ACTR2,3.495015521,3.380221237,3.677701194,3.56258384,3.763160005,3.321519779,3.526305936,3.306989902,3.479236749,3.42273936,3.159189949,3.620871522,3.514171578,3.808382471,3.490431687,3.546696382,3.839724906,3.645450137,2.839915432,3.516153354,3.544609322
ACTR3B,2.246109477,1.220481784,1.231490794,1.310627126,1.889216783,1.774213527,1.742297326,1.539489349,1.311208469,1.795192419,0.470206858,1.600003328,1.907040699,1.747297172,1.46832995,1.870206104,1.55517041,1.637364753,1.437967404,1.819747446,1.507627734
ACVR1B,2.360070761,2.043188552,1.728379761,2.106920561,1.843399641,1.891937904,2.242428823,2.535076598,2.268973665,2.097214332,1.830042341,1.930803912,2.159940758,1.810659135,1.928224803,2.131278211,1.716321319,2.075379405,2.3994985,2.075637034,1.813477918
ACVR1C,1.16622832,1.447967985,1.859127699,1.516681609,1.615745532,1.236537504,1.36767031,1.421612467,2.177851426,0.741716573,1.788965621,0.784675877,1.924511883,0.38624423,1.947257006,0.930102609,0.649374529,1.962589558,1.22513219,1.672824727,1.816344559
ACVR2A,0.845128342,1.387011559,1.465307807,1.476252952,1.295135482,1.558051203,1.532002436,1.621430533,1.05955888,1.768573743,2.23884496,1.532414091,1.19192781,1.390872635,NaN,-0.27012233,1.16125789,0.96896074,1.514262962,1.659251919,1.257750261
ADAM17,2.397171413,2.452724255,2.248094047,2.212422643,2.357662704,2.216075533,2.46524563,2.218549692,2.51461731,2.414132945,2.280215224,2.538225632,2.380182136,2.634917972,2.415273221,2.522769411,2.547916889,2.089342972,2.102534669,2.449116041,2.599702672
ADAM23,1.069318307,1.970846731,1.973013149,1.7187863,1.78880329,1.175716267,1.504180963,1.146269979,2.14042802,1.605654436,1.786177204,0.928098019,2.310198408,0.960275498,1.873448544,1.400653474,1.187193624,1.928326354,1.877038554,1.928097232,1.951867763
ADAMTS1,1.047778629,1.61004853,1.551270226,1.605145838,1.541174887,0.999625008,1.394088252,0.708402024,1.863322214,0.741716573,1.711587293,0.900069295,1.910001809,0.401484197,1.508074457,0.316143394,0.656553114,1.830025113,0.935684066,1.227888155,1.688858633
ADAR,3.120346283,3.508069723,3.04826805,2.832962664,3.20006626,2.938801545,3.051332247,3.056526524,2.946365762,3.003717341,3.130249749,3.048877533,2.945270593,3.384519141,2.824674556,3.073708114,2.942994858,3.030098335,3.086844163,2.894205522,2.887434868
ADCK3,2.406938568,2.309374368,2.083827243,2.312432927,2.015093955,2.64230285,2.431188041,2.667266622,2.226627644,2.570798427,2.42892997,2.364625077,2.44819853,2.070062891,2.076231549,1.968998317,1.823046314,2.076038926,2.998444125,2.316783279,2.031281314
ADIPOQ,0.988733847,1.661991397,1.982180655,1.872778319,1.933091297,1.306995182,1.319721536,0.609476719,2.30062101,0.154379838,1.69551614,0.837921389,2.17676126,0.745266173,1.924442824,0.933997653,0.619411306,2.146174933,1.412805321,2.108701747,1.875050219
ADIPOR1,2.669623571,2.688413223,2.553557998,2.525597058,2.804481575,2.603914606,2.569704613,2.585495954,2.85864165,2.494559462,2.516311646,2.639817396,2.742337096,2.821326047,2.586980398,2.609874151,2.537554023,2.80793203,2.58347869,2.681206495,2.574352889
ADIPOR2,2.638843237,2.659933501,2.713375838,2.959103305,2.548059174,2.560983654,2.519916026,2.950151364,2.646125154,2.508360148,2.342363131,2.701625443,2.758110689,2.263574432,2.420152986,2.894060514,2.73042164,2.54271082,2.90110859,2.770090938,2.766226538
ADM,1.198613093,2.695268901,1.783693624,2.917954472,1.394568026,1.784815221,3.149988088,2.776037623,2.496597825,3.251405648,1.656786529,3.386720132,1.595484874,2.382974746,3.004362039,0.717288543,1.400139979,2.535106358,2.315704786,3.19116991,1.941283295
ADORA2A,2.216944773,2.190908098,2.019638361,2.417352122,1.827605374,2.234310982,2.089052877,1.613497993,2.059964573,1.011712335,1.644363618,2.275021201,1.893460031,2.204611534,2.226105441,2.519458382,1.980801826,2.002228303,1.835331807,2.144717954,2.104813438
ADORA2B,1.213942725,1.918577956,2.007507915,1.941442289,1.864929697,1.43035753,1.830954464,1.14036112,2.462984107,1.767163695,1.66147152,1.246856782,2.433715878,2.825181931,2.754355804,0.941684481,1.023511623,2.685207272,1.578096516,2.270126046,2.041608486
ADRA1A,-0.179005338,1.03557206,0.955284382,1.142222696,0.260021862,0.582089443,-1.090211587,0.231280769,1.413990468,0.019681264,1.267243453,0.360800134,1.067844826,0.194358704,0.711367999,0.282719639,0.462287886,1.005341538,0.682236331,1.107065985,0.905567743
ADRA1B,-1.024103378,0.152077629,0.001041873,-0.312622164,-1.018731738,NaN,-0.391241583,-0.546870481,0.206266361,-1.021711421,0.8504181,0.360800134,-0.132868908,NaN,0.167299955,-0.513160379,0.251434521,NaN,NaN,0.160941366,NaN
ADRA1D,0.055077868,0.152077629,NaN,0.500291193,-0.416671747,0.292054832,NaN,0.373948273,0.815504937,-0.419651429,1.068632565,0.091954822,0.44116236,-0.157823814,0.430541389,0.030907666,0.286196627,NaN,0.502028505,-0.918239881,-0.842620284
ADRA2A,-1.024103378,0.565081384,0.512925234,0.500291193,-0.018731738,0.723418596,0.210818409,0.298227559,0.285447607,-0.419651429,0.584150211,0.464340726,0.587290396,-0.106671292,0.449846545,NaN,0.376373257,-0.043876485,0.728812473,0.92060921,0.333470975
ADRA2B,0.151987881,1.233382569,1.499352426,1.66624282,0.499782201,0.731387526,0.023731765,0.544209988,1.150749033,0.154379838,1.924543474,1.176275707,0.95081284,-0.106671292,1.350569798,0.115228551,0.815705951,1.146455213,0.405118492,0.852612131,1.562213433
ADRA2C,-0.723073382,1.070847821,0.177133132,0.687377836,0.157359521,0.032417522,0.232007708,0.017400949,1.116534933,-0.176613381,0.771236854,0.51402851,0.74937094,-0.759883805,0.129511394,0.030907666,0.286196627,0.853750607,NaN,0.613239037,0.387828637
AFF1,1.308335082,2.864727331,2.132179146,2.444773865,1.902434312,1.306995182,1.626626136,1.982046219,2.007441315,0.569353186,1.93658012,2.048260492,2.329341854,1.424807626,2.19260582,1.673654746,1.330615767,1.917544609,1.599434572,2.664050802,2.307214413
AGER,2.135463815,2.482133123,2.18466755,2.061208981,2.178824475,1.8758202,1.928904704,2.613998045,2.214866533,2.13695256,1.992651092,2.357951192,2.294657773,2.387637938,2.33633727,2.663943054,2.383640827,2.381820729,2.059707535,1.798597843,2.535959292
AGFG1,2.609264067,2.589921418,2.831068867,2.427937887,2.777565002,2.239488554,2.458546242,2.468069868,2.611555791,2.532777739,2.310731147,2.614119496,2.547466606,2.542771749,2.293323073,2.69995876,2.572532164,2.426386962,2.22301425,2.206264344,2.516075816
AGGF1,2.292495924,2.368165875,2.148718197,2.071193202,2.313908672,2.230324316,2.265048319,2.183373301,2.547634929,2.374836617,2.13264987,2.486156261,2.409800942,2.173603483,2.263050302,2.075671347,2.335116268,2.283278028,2.171212513,2.306552076,2.197982056
AGT,0.318319303,1.303645751,0.770049744,1.526226927,0.572332869,0.468146091,0.828866505,0.390981612,1.320209714,0.092231932,1.358573589,-0.099930705,1.562831612,-0.282762551,1.042361218,-0.513160379,0.603617039,0.905513522,0.844451186,1.115183875,1.254289729
AHNAK,0.122024658,2.122205635,0.883281721,2.761920014,0.604517552,0.509538776,1.594633775,0.971643458,1.228832189,0.685858755,2.471363436,1.995044809,1.170866981,0.444236177,1.634661372,0.246507466,0.752036871,2.355970228,2.556532125,1.61067682,1.091878167
AHNAK2,0.808405535,1.419939262,1.158649726,1.439426284,1.034346705,0.860256556,0.767120909,0.910506715,1.504391366,-0.118621434,1.548180052,0.765370721,1.711452913,0.620327436,1.269962297,0.600782974,0.649374529,1.189119626,1.294420195,1.263603707,1.551831397
AHR,1.193380566,2.03723922,2.621568305,0.757415703,1.727123457,2.030438956,2.201379239,1.29615455,2.354251682,2.294258925,1.826232716,1.205898174,2.501986065,1.565426566,2.474617674,2.179025346,2.307862911,2.870731083,1.845577761,2.456141818,2.507821573
AHRR,0.827154971,1.36253779,2.276065138,1.565324788,1.11480717,1.965075739,2.028053139,0.845239984,1.488056999,0.685858755,1.568273449,0.37719055,2.038857546,1.384690402,2.322635992,0.452981354,0.524435793,2.394032551,0.966560633,0.907834922,1.976923652
AICDA,0.206345544,2.018191146,1.350804917,1.209169486,1.535151288,2.140243949,1.027059709,0.520076308,2.450460987,2.132103444,1.549388104,0.326038028,1.372281071,0.300814035,3.0623079,2.071453498,1.316827482,3.073825576,0.815292958,1.524239889,2.498418348
AIFM1,2.596449067,2.013647179,2.424697265,2.330830512,2.573667108,2.430831048,2.398621047,2.145682698,2.341080732,2.138456872,2.273891532,2.3741236,2.917269077,2.86532572,2.732360294,2.319188838,2.599820522,2.96718621,2.287968162,2.362110813,2.349110109
AIMP2,2.412695132,2.067135879,2.480509208,2.339865922,2.264343236,2.170863764,2.357721279,2.244820168,2.519148627,2.371337046,2.449603462,2.091333957,2.462351659,2.082413329,1.922539412,2.074269944,2.451006876,2.0848458,2.630150712,2.300820452,2.373281529
AK1,0.700172492,1.890578389,1.744355612,2.53710428,1.944110943,1.688254179,1.792312951,2.387291177,2.016498879,1.856810375,2.1601074,1.446886048,2.151279725,1.690365303,1.844754817,2.073145556,0.740454999,1.720299648,1.680594384,1.898663959,2.16895016
AK2,2.163417343,2.191841563,2.18001882,1.987864624,1.975585414,2.191328019,2.129634799,2.166620062,2.317976832,2.049065042,1.849210048,2.108391192,2.436651303,1.890423718,2.318056394,2.056798439,1.954367422,2.049895297,2.010654403,2.226334327,2.254637026
AK3,1.866317641,2.111119022,1.783693624,1.513452639,1.950217943,1.842283185,1.604393612,1.983756042,2.245283683,2.012114273,1.763200899,2.165149294,2.023604523,1.589393722,1.765725661,1.754597838,1.956156854,2.036027983,1.764140435,1.929949236,1.688858633
AKAP1,2.897375003,2.491938093,2.61659741,2.385260745,2.698772336,2.428616869,2.421671774,2.814353533,2.655075704,2.845579249,1.956873431,2.66224752,2.719382289,3.078996755,2.315491151,2.590814291,2.548465125,2.567421878,2.455304842,2.557576533,2.481250323
AKR1B1,3.209603276,2.816995997,2.790005251,2.70959994,2.95254411,2.697571939,2.871920882,2.910203613,3.146251274,3.09446447,3.391303472,3.028145308,3.448127305,2.703112807,2.438947982,2.831870094,3.145196283,2.916974669,3.379284639,2.976242334,2.882964688
AKR1C3,1.331922479,2.305802847,2.066434834,1.717775137,1.948347996,0.842283185,1.591933489,1.737184077,2.329246362,1.549997411,1.717361473,1.355759909,2.350896634,1.489314552,2.104316062,1.654156956,0.857995013,2.032399771,1.873887673,1.948637934,1.889773476
AKT1,2.140249478,2.286179703,1.838314575,1.690622891,2.031648018,2.42463468,1.923047078,2.579801968,2.125344454,2.093899091,2.297360654,2.271547644,2.151561826,2.279926749,2.137336731,2.199489323,2.046445079,2.226802351,2.773139591,1.914269032,1.95533936
AKT1S1,2.320092338,1.961835336,2.607288844,2.772311411,2.127396297,2.00722219,2.426323787,2.123684588,2.359572982,2.068546632,2.578771882,2.565128862,2.398929226,2.144290563,2.361582981,2.281501909,2.153165212,2.84012544,2.017902349,2.926361539,2.376964242
AKT2,2.565511163,2.473688242,2.000498665,2.206220662,2.370611573,2.822510676,2.464156414,2.520572361,2.500732587,2.691442981,2.823994903,2.442479725,2.353384417,2.401783607,2.427172444,2.446477163,2.454875387,2.534533486,2.758608817,2.226956526,2.187169187
AKT3,1.174553709,2.335096121,1.985569186,1.934122546,1.836787417,1.556872655,1.695829623,2.804216878,2.375156516,2.702646384,2.740885695,2.488029568,2.343709139,1.196764774,2.006149045,1.137632661,1.712582749,2.156974013,3.143332604,1.994513423,1.822960707
ALAS1,2.574468286,2.707812054,3.172439191,2.702632778,2.598163688,2.513729829,2.549971605,2.488559257,2.745844245,2.348986672,2.663517013,2.396998943,2.984443826,2.917768764,2.933154702,2.722052333,2.625953748,2.998265698,2.383494682,2.927911596,3.030642175
ALB,1.19600471,1.334928472,1.813119243,1.252635179,1.501096255,0.986660031,1.102913011,0.788921621,1.860763771,1.111827488,0.8504181,1.006524626,1.97603422,0.444236177,1.552011698,0.893379802,1.069880366,1.485040216,1.437967404,1.914269032,1.702686832
ALCAM,2.652132839,2.474783256,2.847765471,3.169965606,2.257730066,2.627312088,2.056536427,2.645882766,2.679022811,2.577079086,2.198831145,2.644970473,2.573528795,2.799543994,2.499570051,2.161241434,2.785619331,2.550957871,2.023913441,2.664618582,2.536322415
ALDH1A1,0.814745713,2.001171715,1.998319014,1.819317131,1.907095836,1.066571798,1.611356398,1.620446853,2.26646038,1.238359967,2.20152696,1.183872889,2.221239531,3.583524789,2.14311457,1.499676846,0.866858473,1.909399852,1.879646937,1.983218441,1.807687239
ALDH1A3,1.137264624,1.408767083,1.741404562,1.388513902,1.734084693,1.028451334,1.48957201,0.889822116,2.170683145,1.092231932,0.778415439,1.101162823,2.051112311,0.38624423,1.873448544,0.793264649,0.95758311,2.015308133,1.334537418,1.785910636,1.779593739
ALDH2,2.458770206,0.772887057,2.453786381,1.347768934,2.777287231,0.715300706,1.543256869,0.761338099,1.760149388,0.591072436,1.627562874,2.393449884,0.972641277,1.056357495,0.503092057,1.771270355,1.599577061,0.819446375,1.463110439,2.513123884,2.432921404
